attendance,purchase_rate,customers,purchase_amount,revenue,profit
134,0.525574,62,3.77,233.69,-16.31
153,0.604147,93,5.62,522.86,272.86
119,0.680218,86,6.69,575.14,325.14
92,0.474875,41,7.55,309.71,59.71
116,0.615890,74,4.50,332.92,82.92
140,0.694105,100,5.99,599.37,349.37
91,0.335251,28,3.16,88.35,-161.65
145,0.310495,53,6.78,359.53,109.53
140,0.352155,54,7.64,412.71,162.71
81,0.525569,38,4.03,153.28,-96.72
120,0.370198,51,5.89,300.60,50.60
149,0.544208,86,7.60,653.94,403.94
113,0.587593,62,3.11,192.90,-57.10
163,0.332649,61,7.93,483.91,233.91
166,0.655903,113,4.80,541.97,291.97
126,0.562773,67,3.64,243.77,-6.23
92,0.608778,55,5.04,277.40,27.40
104,0.379576,34,7.92,269.13,19.13
178,0.623305,111,7.58,841.26,591.26
151,0.677144,97,3.51,340.16,90.16
89,0.525189,46,5.78,265.92,15.92
172,0.313116,54,5.35,288.67,38.67
113,0.305705,46,3.35,154.09,-95.91
175,0.319563,63,5.11,321.71,71.71
144,0.549146,78,7.26,566.17,316.17
131,0.597914,70,6.75,472.38,222.38
106,0.655823,69,4.78,329.86,79.86
118,0.414823,48,6.59,316.29,66.29
163,0.500786,82,7.61,623.69,373.69
171,0.658996,103,5.23,539.09,289.09
160,0.476115,70,6.04,422.74,172.74
